AvgSpotLen	BioSample	Experiment	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	cell_line	cell_type	disease_status	patient	source_name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study	gender
135	SAMN08145246	SRX3455356	2017-12-07	4	1	2018-04-20	SRR6358737	SRS2744053	GSM2880705		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
129	SAMN08145245	SRX3455357	2017-12-07	3	1	2018-04-20	SRR6358738	SRS2744054	GSM2880706		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08145244	SRX3455358	2017-12-07	101	39	2018-04-20	SRR6358739	SRS2744056	GSM2880707		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
142	SAMN08145243	SRX3455359	2017-12-07	2	1	2018-04-20	SRR6358740	SRS2744057	GSM2880708		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08145242	SRX3455360	2017-12-07	18	7	2018-04-20	SRR6358741	SRS2744058	GSM2880709		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145241	SRX3455361	2017-12-07	5	2	2018-04-20	SRR6358742	SRS2744060	GSM2880710		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145240	SRX3455362	2017-12-07	25	9	2018-04-20	SRR6358743	SRS2744059	GSM2880711		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145239	SRX3455363	2017-12-07	207	81	2018-04-20	SRR6358744	SRS2744062	GSM2880712		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
129	SAMN08145238	SRX3455364	2017-12-07	210	82	2018-04-20	SRR6358745	SRS2744061	GSM2880713		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
136	SAMN08145237	SRX3455365	2017-12-07	6	2	2018-04-20	SRR6358746	SRS2744095	GSM2880714		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145236	SRX3455366	2017-12-07	1	0	2018-04-20	SRR6358747	SRS2744063	GSM2880715		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08145235	SRX3455367	2017-12-07	32	12	2018-04-20	SRR6358748	SRS2744064	GSM2880716		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145234	SRX3455368	2017-12-07	45	17	2018-04-20	SRR6358749	SRS2744066	GSM2880717		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08145233	SRX3455369	2017-12-07	4	1	2018-04-20	SRR6358750	SRS2744065	GSM2880718		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08145232	SRX3455370	2017-12-07	3	1	2018-04-20	SRR6358751	SRS2744067	GSM2880719		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08145231	SRX3455371	2017-12-07	3	1	2018-04-20	SRR6358752	SRS2744068	GSM2880720		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
130	SAMN08145230	SRX3455372	2017-12-07	12	4	2018-04-20	SRR6358753	SRS2744070	GSM2880721		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08145229	SRX3455373	2017-12-07	112	43	2018-04-20	SRR6358754	SRS2744069	GSM2880722		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145228	SRX3455374	2017-12-07	37	14	2018-04-20	SRR6358755	SRS2744072	GSM2880723		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
118	SAMN08145227	SRX3455375	2017-12-07	4	2	2018-04-20	SRR6358756	SRS2744071	GSM2880724		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145226	SRX3455376	2017-12-07	2	1	2018-04-20	SRR6358757	SRS2744073	GSM2880725		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08145225	SRX3455377	2017-12-07	82	31	2018-04-20	SRR6358758	SRS2744076	GSM2880726		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145224	SRX3455378	2017-12-07	122	47	2018-04-20	SRR6358759	SRS2744077	GSM2880727		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08145223	SRX3455379	2017-12-07	43	16	2018-04-20	SRR6358760	SRS2744074	GSM2880728		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08145222	SRX3455380	2017-12-07	137	53	2018-04-20	SRR6358761	SRS2744075	GSM2880729		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
124	SAMN08145221	SRX3455381	2017-12-07	51	20	2018-04-20	SRR6358762	SRS2744078	GSM2880730		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08145220	SRX3455382	2017-12-07	3	1	2018-04-20	SRR6358763	SRS2744080	GSM2880731		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08145219	SRX3455383	2017-12-07	4	1	2018-04-20	SRR6358764	SRS2744081	GSM2880732		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
123	SAMN08145540	SRX3455384	2017-12-07	52	20	2018-04-20	SRR6358765	SRS2744079	GSM2880733		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145539	SRX3455385	2017-12-07	67	26	2018-04-20	SRR6358766	SRS2744082	GSM2880734		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
130	SAMN08145538	SRX3455386	2017-12-07	66	25	2018-04-20	SRR6358767	SRS2744084	GSM2880735		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145537	SRX3455387	2017-12-07	5	2	2018-04-20	SRR6358768	SRS2744083	GSM2880736		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
132	SAMN08145536	SRX3455388	2017-12-07	16	6	2018-04-20	SRR6358769	SRS2744086	GSM2880737		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08145535	SRX3455389	2017-12-07	81	31	2018-04-20	SRR6358770	SRS2744085	GSM2880738		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
129	SAMN08145534	SRX3455390	2017-12-07	20	7	2018-04-20	SRR6358771	SRS2744087	GSM2880739		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08145533	SRX3455391	2017-12-07	2	1	2018-04-20	SRR6358772	SRS2744089	GSM2880740		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
130	SAMN08145532	SRX3455392	2017-12-07	33	13	2018-04-20	SRR6358773	SRS2744090	GSM2880741		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
130	SAMN08145531	SRX3455393	2017-12-07	2	1	2018-04-20	SRR6358774	SRS2744088	GSM2880742		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
130	SAMN08145530	SRX3455394	2017-12-07	1	0	2018-04-20	SRR6358775	SRS2744091	GSM2880743		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145529	SRX3455395	2017-12-07	1	0	2018-04-20	SRR6358776	SRS2744092	GSM2880744		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145528	SRX3455396	2017-12-07	88	34	2018-04-20	SRR6358777	SRS2744094	GSM2880745		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08145527	SRX3455397	2017-12-07	56	22	2018-04-20	SRR6358778	SRS2744093	GSM2880746		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08145526	SRX3455398	2017-12-07	50	19	2018-04-20	SRR6358779	SRS2744096	GSM2880747		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
133	SAMN08145525	SRX3455399	2017-12-07	8	3	2018-04-20	SRR6358780	SRS2744097	GSM2880748		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145524	SRX3455400	2017-12-07	34	13	2018-04-20	SRR6358781	SRS2744098	GSM2880749		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
121	SAMN08145523	SRX3455401	2017-12-07	364	141	2018-04-20	SRR6358782	SRS2744099	GSM2880750		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
125	SAMN08145522	SRX3455402	2017-12-07	133	52	2018-04-20	SRR6358783	SRS2744100	GSM2880751		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145521	SRX3455403	2017-12-07	49	19	2018-04-20	SRR6358784	SRS2744101	GSM2880752		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
132	SAMN08145520	SRX3455404	2017-12-07	7	2	2018-04-20	SRR6358785	SRS2744102	GSM2880753		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08145519	SRX3455405	2017-12-07	146	57	2018-04-20	SRR6358786	SRS2744103	GSM2880754		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
133	SAMN08145518	SRX3455406	2017-12-07	27	10	2018-04-20	SRR6358787	SRS2744104	GSM2880755		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
126	SAMN08145517	SRX3455407	2017-12-07	1	0	2018-04-20	SRR6358788	SRS2744106	GSM2880756		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
124	SAMN08145516	SRX3455408	2017-12-07	51	20	2018-04-20	SRR6358789	SRS2744105	GSM2880757		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
129	SAMN08145515	SRX3455409	2017-12-07	8	3	2018-04-20	SRR6358790	SRS2744113	GSM2880758		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
129	SAMN08145514	SRX3455410	2017-12-07	15	6	2018-04-20	SRR6358791	SRS2744108	GSM2880759		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145513	SRX3455411	2017-12-07	46	18	2018-04-20	SRR6358792	SRS2744107	GSM2880760		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145512	SRX3455412	2017-12-07	5	2	2018-04-20	SRR6358793	SRS2744109	GSM2880761		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
124	SAMN08145511	SRX3455413	2017-12-07	72	28	2018-04-20	SRR6358794	SRS2744112	GSM2880762		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145510	SRX3455414	2017-12-07	65	25	2018-04-20	SRR6358795	SRS2744110	GSM2880763		Naive T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
119	SAMN08145383	SRX3454871	2017-12-07	13	6	2018-04-20	SRR6358924	SRS2743569	GSM2880892		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
127	SAMN08145382	SRX3454872	2017-12-07	13	6	2018-04-20	SRR6358925	SRS2743570	GSM2880893		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
134	SAMN08145381	SRX3454873	2017-12-07	89	43	2018-04-20	SRR6358926	SRS2743571	GSM2880894		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145380	SRX3454874	2017-12-07	55	26	2018-04-20	SRR6358927	SRS2743573	GSM2880895		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
117	SAMN08145379	SRX3454875	2017-12-07	19	8	2018-04-20	SRR6358928	SRS2743574	GSM2880896		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08145378	SRX3454876	2017-12-07	151	70	2018-04-20	SRR6358929	SRS2743575	GSM2880897		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
120	SAMN08145377	SRX3454877	2017-12-07	19	9	2018-04-20	SRR6358930	SRS2743576	GSM2880898		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
122	SAMN08145376	SRX3454878	2017-12-07	24	11	2018-04-20	SRR6358931	SRS2743577	GSM2880899		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
130	SAMN08145375	SRX3454879	2017-12-07	74	35	2018-04-20	SRR6358932	SRS2743578	GSM2880900		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145374	SRX3454880	2017-12-07	256	119	2018-04-20	SRR6358933	SRS2743579	GSM2880901		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
132	SAMN08145373	SRX3454881	2017-12-07	258	119	2018-04-20	SRR6358934	SRS2743580	GSM2880902		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
119	SAMN08145372	SRX3454882	2017-12-07	23	11	2018-04-20	SRR6358935	SRS2743581	GSM2880903		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
120	SAMN08145371	SRX3454883	2017-12-07	18	8	2018-04-20	SRR6358936	SRS2743582	GSM2880904		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
132	SAMN08145370	SRX3454884	2017-12-07	394	183	2018-04-20	SRR6358937	SRS2743583	GSM2880905		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
124	SAMN08145369	SRX3454885	2017-12-07	12	5	2018-04-20	SRR6358938	SRS2743584	GSM2880906		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
119	SAMN08145368	SRX3454886	2017-12-07	22	10	2018-04-20	SRR6358939	SRS2743585	GSM2880907		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
119	SAMN08145367	SRX3454887	2017-12-07	26	12	2018-04-20	SRR6358940	SRS2743586	GSM2880908		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
117	SAMN08145366	SRX3454888	2017-12-07	17	8	2018-04-20	SRR6358941	SRS2743587	GSM2880909		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
117	SAMN08145365	SRX3454889	2017-12-07	22	10	2018-04-20	SRR6358942	SRS2743589	GSM2880910		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
119	SAMN08145364	SRX3454890	2017-12-07	31	14	2018-04-20	SRR6358943	SRS2743588	GSM2880911		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
128	SAMN08145363	SRX3454891	2017-12-07	152	71	2018-04-20	SRR6358944	SRS2743590	GSM2880912		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
118	SAMN08145362	SRX3454892	2017-12-07	17	8	2018-04-20	SRR6358945	SRS2743591	GSM2880913		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
132	SAMN08145361	SRX3454893	2017-12-07	68	32	2018-04-20	SRR6358946	SRS2743592	GSM2880914		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
131	SAMN08145360	SRX3454894	2017-12-07	373	173	2018-04-20	SRR6358947	SRS2743593	GSM2880915		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
123	SAMN08145359	SRX3454895	2017-12-07	34	16	2018-04-20	SRR6358948	SRS2743594	GSM2880916		Th17 T cell	healthy		Primary T cell sorted from peripheral blood	ATAC-seq	PRJNA421486	GEO	public	sra	ncbi	0	NextSeq 500	PAIRED	other	GENOMIC	Homo sapiens	ILLUMINA	SRP126342	male
